"-3","-2.5","-2","-1.5","-1","-0.5","0","0.5","1"
0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883
0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887
0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888
0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887
0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884
0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884
0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887
0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883
0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879
0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881
0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884
0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884
0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883
0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886
0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883
0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884
0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886
0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883
0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886
0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878
0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881
0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887
0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
