"ref","1","2","3"
3604,0.852,NA,NA
154,-5.136,0.613,-7.066
8847,-7.827,0.924,0.823
24742,-8.014,0.502,-2.884
63038,-0.066,-0.023,-0.019
39668,-0.003,-0.003,-43.185
3391,-2.824,0.71,-0.334
58960,-0.065,-0.065,-0.003
1940,-13.725,0.85,0.917
44114,0,0,0
34774,-0.065,-1.062,0.868
10434,-0.065,-3.055,0.879
50381,-0.065,-0.065,0.016
41617,-0.065,-0.591,-2.119
22045,-0.065,-11.567,0.884
55015,-0.065,-0.065,0.557
18160,-0.065,-0.05,0
56844,-0.065,-0.757,0.872
16785,-0.065,-2.199,0.842
25696,-0.065,0.087,-0.037
55663,-0.065,-0.004,-0.491
41763,-0.065,-2.021,0.76
59050,-0.065,-0.065,-0.065
58853,-0.065,-0.065,-0.003
15934,-3.343,0.783,0.706
12514,-3.126,0.549,0.922
61452,-0.065,-0.065,-0.065
24341,0,0,0
36824,-0.065,-0.154,0.732
28446,-1.572,0.779,0.658
40604,-0.065,-0.318,0.85
3713,0.019,-7.835,-9.38
52863,-0.065,-0.065,-0.065
8867,-0.065,-3.543,0.901
48889,-0.065,-0.065,-0.522
7035,0.853,NA,NA
45523,-0.065,-0.055,0.596
14990,-9.508,0.933,0.902
37986,-0.065,-2.596,0.78
45247,-0.065,-0.004,-0.004
10412,-2.459,-2.219,NA
14745,-0.065,-0.055,-0.01
61708,-0.065,-0.065,0.561
391,-12.039,0.686,-1.887
5668,-0.065,-0.002,-97.449
51513,-0.065,-2.086,0.831
15461,-0.157,0.684,0.575
29710,-0.065,-0.065,0.364
16612,-0.065,-7.233,0.275
63009,-0.065,-0.065,0.409
57958,-0.065,-0.001,-0.001
58743,-0.065,-0.065,-0.342
12839,0.723,NA,NA
12142,NA,NA,NA
3361,0.88,NA,NA
7464,-18.278,0.546,-20.97
46036,-0.065,-0.065,0.274
9566,0.848,NA,NA
55127,-0.065,-0.238,0.617
54261,-0.065,-0.001,-0.001
13188,-10.887,0.264,-1.577
26399,-7.604,-0.388,0.623
62823,-0.065,-0.065,0.561
42716,-0.065,-0.002,-4.749
58991,-0.065,-0.065,-0.003
59244,-0.065,-0.067,-0.102
61276,-0.065,0,0
56103,-0.065,-0.065,-0.065
29542,-7.817,0.825,0.887
30797,-0.065,-2.453,-0.233
59674,-0.09,-0.091,0.809
59632,-0.065,-0.001,-535.306
43744,-0.065,-0.065,-0.757
58443,-0.065,0.137,0.172
10566,-7.777,0.929,0.874
37008,-0.065,-0.065,-2.963
62518,-0.065,-0.065,0.361
15968,-0.261,0.644,0.827
42498,-0.065,-0.004,-0.128
43452,-0.065,-0.001,-0.203
23867,-3.476,0.665,0.88
37095,-0.065,-0.065,-0.01
11127,-0.065,-0.815,0.316
10796,-15.19,NA,NA
2965,-0.003,-0.003,-3.564
18984,-1.711,0.799,0.842
3057,-18.073,0.769,-7.628
54399,-0.065,-0.065,-0.008
12907,-0.003,-0.003,-18.25
38813,-0.065,-0.001,0
32632,0,0,0
27882,NA,NA,NA
30304,-0.065,-2.646,0.763
55094,-0.065,-0.134,0.759
2481,-0.239,NA,NA
36630,-0.065,-0.002,-0.002
13606,-2.139,0.704,-0.006
44555,-0.065,-0.001,-0.787
45618,-0.065,-0.837,0.98
17213,-0.065,-1.555,0.671
48046,-0.065,-0.001,-0.001
53519,-0.078,-0.722,-1.406
43770,-0.065,0.06,0.435
50561,-0.065,0.172,0.185
55495,-0.065,-0.065,-0.003
31900,-3.42,0.343,0.902
49618,-0.065,-0.785,0.737
39039,-0.065,-21.579,0.986
22468,-0.065,-0.065,-0.063
31553,-0.065,-0.128,0.755
36981,-5.725,0.838,0.794
24044,-4.889,0.789,-0.746
23766,-0.065,-0.065,-0.028
28758,-0.065,-4.84,-1.231
46958,-0.065,-0.06,-0.002
44872,-0.065,-0.065,-0.024
23904,-6.767,0.831,0.944
4066,-4.027,0.756,-6.248
41023,-0.065,-6.632,-0.038
2405,NA,NA,NA
23799,-0.065,-7.211,0.916
10893,-8.085,NA,NA
44372,-0.065,-0.112,0.71
43946,-0.065,-0.003,-0.003
23425,0.056,0.466,-1.421
9784,NA,NA,NA
2185,0.722,NA,NA
53535,-0.065,-0.066,0.584
22273,-3.578,0.898,-0.43
18032,-0.065,-2.731,0.798
28952,-4.579,0.752,0.827
25188,-0.065,-6.238,-0.919
2661,0.244,NA,NA
39568,-0.065,-0.002,-0.002
2677,0.879,NA,NA
39976,-6.414,0.831,0.919
47560,-0.065,-2.43,0.005
1385,0,0,0
25811,NA,NA,NA
37242,-0.065,-0.063,-4.059
39075,-0.065,-8.225,0.756
32966,-0.065,0.113,-2.377
36163,-0.065,-0.49,0.859
54907,-0.057,-0.038,0.7
47791,-0.065,-0.525,-0.103
43275,-0.065,-1.878,-0.414
2100,-5.122,-0.715,0.752
30315,-0.065,0.063,0.156
19523,-0.065,0.209,0.553
2479,-0.065,-0.003,-1.256
16493,-0.065,-1.981,0.976
3365,-8.259,0.676,-0.423
16194,0,0,0
35254,0,0,0
4617,-0.026,-9.174,0.054
48070,-0.065,-1.262,0.738
58411,-0.065,-0.065,-0.003
35226,-0.065,-0.004,-22.271
22602,-12.871,NA,NA
31980,-0.065,-0.527,0.186
30680,0,0,0
26948,-0.065,-0.647,0.162
49440,-0.065,-0.065,-0.065
18432,-4.028,0.878,0.875
16114,-0.065,-0.002,-0.001
49539,-0.065,-0.004,-20.891
774,-8.561,-4.605,NA
31470,-0.065,-2.448,0.712
140,-4.82,0.894,0.38
44309,-0.065,-0.001,-17.165
18729,-3.569,0.927,0.563
7627,-3.546,0.283,0.727
2477,-0.065,-3.601,-1.818
47042,-0.065,-0.065,-0.004
61244,-0.065,-0.065,-0.065
2671,-0.902,0.73,0.914
12413,NA,NA,NA
7888,-39.774,NA,NA
62589,-0.065,-0.065,0.361
48247,-0.065,-0.002,-0.003
39124,-7.107,0.784,-0.824
29743,-0.065,-0.046,-1.616
58464,-0.065,-4.785,0.571
53656,-0.065,-0.074,-0.004
10394,-0.065,-8.091,0.645
56274,-0.065,0.055,0.329
38081,-0.065,-10.075,NA
6257,-7.785,0.877,NA
34951,-0.065,-0.325,0.739
51732,-0.065,-1.518,0.84
30159,0,0,0
45708,-0.065,-0.065,0.388
19068,-19.651,0.939,0.715
46140,-0.065,-0.27,0.662
59499,-0.065,-0.065,0.486
45765,-0.065,-0.001,-0.002
8045,NA,NA,NA
