"-3","-2.5","-2","-1.5","-1","-0.5","0","0.5","1"
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.126
0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.143
0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103
0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.113,0.113
0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.149,0.149
0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126
0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.093
0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.155,0.155
0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.08
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098
0.121,0.121,0.121,0.121,0.121,0.121,0.121,0.121,0.121
0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.113
0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123
0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.099,0.099
0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127
0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109
0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117
0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.124
0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.077
0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.123,0.123
0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131
0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122
0.121,0.121,0.121,0.121,0.121,0.121,0.121,0.121,0.121
0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.077
0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141
