"ref","1","2","3"
371,0.881,0.779,0.779
1139,NA,NA,NA
171,0.973,NA,NA
637,0.76,0.774,0.78
90,0.923,0.146,-0.223
885,NA,NA,NA
274,0.689,0.885,0.648
899,0.767,0.647,0.597
638,0.537,0.6,0.576
749,0.706,0.749,0.679
897,0.778,0.829,0.775
1003,NA,NA,NA
1060,-0.404,NA,NA
655,NA,NA,NA
430,0.825,0.797,0.791
720,-1.357,NA,NA
1061,0.633,0.215,0.729
648,0.777,0.103,0.327
1181,NA,NA,NA
188,0.873,0.834,0.908
664,0.139,0.856,0.734
430,0.825,0.797,0.791
997,0.924,0.964,0.909
408,NA,NA,NA
439,NA,NA,NA
614,0.758,0.848,0.639
699,0.728,0.625,0.495
1127,0.66,0.759,-0.589
291,0.871,0.945,0.824
648,0.777,0.103,0.327
183,0.59,NA,NA
903,0.268,0.915,0.922
254,0.734,0.382,0.485
81,0.69,0.353,NA
274,0.689,0.885,0.648
17,0.581,NA,NA
753,0.58,0.316,0.116
18,0.751,NA,NA
546,0.379,0.424,0.569
1056,NA,NA,NA
264,0.759,0.839,NA
813,NA,NA,NA
267,NA,NA,NA
958,0.672,0.732,-1.036
752,0.828,0.874,0.634
1046,0.808,0.933,NA
566,0.527,0.953,0.65
1006,0.59,0.555,0.721
238,0.713,0.911,0.63
769,NA,NA,NA
809,NA,NA,NA
986,NA,NA,NA
994,0.693,0.901,0.805
231,0.732,NA,NA
1081,NA,NA,NA
187,NA,NA,NA
762,0.725,NA,NA
1014,0.887,0.482,NA
364,NA,NA,NA
411,NA,NA,NA
1014,0.887,0.482,NA
698,0.864,0.181,-0.918
783,-0.404,NA,NA
116,0.44,0.948,0.931
928,0.842,0.766,0.851
900,0.75,0.751,0.751
674,0.717,0.386,0.267
493,0.954,0.866,0.878
1114,0.677,0.851,0.574
976,NA,NA,NA
117,0.624,0.415,0.647
506,NA,NA,NA
756,0.68,NA,NA
793,NA,NA,NA
112,0.852,0.64,0.574
73,0.65,0.883,NA
582,0.884,0.846,0.679
1006,0.59,0.555,0.721
391,NA,NA,NA
362,0.581,0.876,NA
818,0.757,0.686,0.361
23,0.763,0.386,0.564
1033,0.362,0.108,0.43
669,0.589,0.899,0.795
757,0.52,0.855,0.261
984,NA,NA,NA
958,0.672,0.732,-1.036
380,0.493,0.816,NA
55,NA,NA,NA
681,0.977,NA,NA
334,0.764,0.668,0.723
1031,NA,NA,NA
572,0.798,NA,NA
161,NA,NA,NA
757,0.52,0.855,0.261
898,0.59,0.756,0.868
1012,0.678,0.139,0.303
414,0.942,0.953,0.909
732,0.3,0.512,0.621
896,-1.357,-0.009,NA
1067,NA,NA,NA
300,0.596,0.716,0.721
927,NA,NA,NA
219,0.872,0.768,0.907
1166,NA,NA,NA
146,0.391,0.783,0.787
576,0.765,NA,NA
782,0.509,0.778,NA
566,0.527,0.953,0.65
863,0.369,0.246,-0.486
682,0.678,0.526,-0.169
419,0.664,-0.557,0.424
504,0.832,NA,NA
243,0.932,0.631,0.884
616,NA,NA,NA
296,0.546,0.995,NA
154,0.949,NA,NA
357,NA,NA,NA
863,0.369,0.246,-0.486
934,0.578,NA,NA
417,0.832,0.855,-0.783
1133,0.808,NA,NA
450,0.544,0.887,0.628
604,NA,NA,NA
57,0.974,NA,NA
570,0.956,NA,NA
210,0.783,0.889,0.888
602,NA,NA,NA
419,0.664,-0.557,0.424
1063,0.628,0.727,0.578
316,0.771,0.914,0.909
910,0.634,0.858,0.778
302,0.501,0.743,0.744
441,NA,NA,NA
551,0.788,0.836,0.817
848,0.806,0.683,0.356
889,0.337,0.862,0.849
150,0.76,0.765,0.783
555,0,NA,NA
2,0.731,0.912,NA
474,0.917,NA,NA
741,0.763,NA,NA
247,0.838,NA,NA
852,0.581,0.871,0.374
655,NA,NA,NA
286,NA,NA,NA
668,0.857,0.656,-1.915
711,0.872,0.759,0.676
655,NA,NA,NA
212,0.572,0.661,NA
903,0.268,0.915,0.922
1107,NA,NA,NA
307,0.925,NA,NA
582,0.884,0.846,0.679
231,0.732,NA,NA
1081,NA,NA,NA
976,NA,NA,NA
418,0.917,0.648,0.8
835,0.957,NA,NA
560,0.523,0.596,0.751
118,0.472,-0.078,0.742
478,0.423,0.909,0.57
892,0.398,0.664,0.761
961,0.737,0.28,0.371
536,0.791,0.605,0.706
62,0.82,0.719,0.889
468,0.758,0.163,-0.214
61,0.487,0.609,NA
458,NA,NA,NA
788,0.707,0.748,0.716
149,0.742,NA,NA
523,0.56,0.92,0.871
778,0.772,0.701,0.578
482,0.567,0.83,0.788
1077,0.588,0.82,0.378
1020,NA,NA,NA
880,0.672,0.62,0.705
534,0.608,0.793,0.79
795,NA,NA,NA
597,0.185,0.681,0.362
1002,0.883,0.953,0.914
1112,0.824,0.945,0.838
500,NA,NA,NA
1076,0.544,0.789,0.593
155,NA,NA,NA
269,NA,NA,NA
225,0.859,0.836,0.812
235,0.842,0.88,-0.732
1033,0.362,0.108,0.43
639,0.734,0.512,0.555
871,0.674,0.938,0.786
721,0.392,0.537,0.704
679,NA,NA,NA
1091,0.508,0.616,0.855
90,0.923,0.146,-0.223
399,0.589,NA,NA
1141,NA,NA,NA
463,0.973,NA,NA
676,0.375,0.829,NA
878,NA,NA,NA
