"ref","1","2","3"
1298,-7.155,-0.897,-1182.746
4749,0.446,0.633,0.823
6832,-0.111,0.59,0.852
7473,0.665,0.005,-332.884
3205,0.371,0.596,0.824
87,0.005,0.519,0.849
4189,-0.002,0.732,0.891
5215,0.564,0.587,-87.199
6538,0.109,0.712,0.682
5052,-0.439,0.43,-1.517
317,0.015,0.594,0.838
2975,-5.69,-1.229,0.282
154,0.137,0.752,0.842
5040,0.218,0.449,0.647
744,0.209,0.81,0.744
6979,0.029,0.692,0.851
3469,0.02,0.679,0.813
7346,-0.005,0.63,0.795
5209,0.738,-0.583,-8.323
8020,0.043,0.736,0.805
1739,-0.131,0.549,0.878
2231,-0.063,0.731,0.904
9149,-0.06,0.606,0.826
1827,-1.283,-5.626,-1.802
1970,-0.034,0.788,0.907
8891,-0.109,0.482,0.851
3358,0.337,-0.487,0.63
5884,0.025,0.561,0.842
3593,0.305,0.103,0.617
4941,0.112,0.54,0.646
5991,-0.719,0.124,-4.965
5423,0.391,0.708,0.889
7930,-1.577,0.562,0.477
7014,-0.101,0.638,0.692
8347,0.014,0.64,0.877
2149,0.697,-0.727,-47.186
8009,0.152,0.779,0.816
7414,0.658,-1.195,-42.972
4860,0.315,0.29,0.628
5520,0.289,-0.34,0.142
2862,0.539,-0.62,-7.562
3408,-0.012,0.524,0.767
62,0.001,0.676,0.846
1603,-0.009,0.679,0.894
3463,0.258,0.406,0.561
3942,0.087,0.704,0.86
8774,-0.144,0.595,0.907
3578,0.004,0.66,0.842
8516,0.04,0.699,0.897
5700,-0.085,0.352,0.845
3641,-0.743,0.2,-8.123
7723,-0.645,0.558,0.344
5165,0.727,-0.115,-40.022
785,0.188,0.805,0.764
3954,0.2,0.68,0.884
935,0.44,0.613,0.65
4749,0.446,0.633,0.823
5815,0.06,0.618,0.88
1700,0.01,0.355,0.73
7380,-0.017,0.5,0.88
937,0.368,0.591,0.652
254,0.213,0.81,0.846
1752,0.021,0.647,0.888
1762,0.049,0.665,0.88
1960,0.213,0.772,0.75
302,0.142,0.711,0.842
4350,-1.612,0.653,-11.675
2660,0.223,0.785,0.809
7100,-0.095,0.666,0.814
3756,0.015,0.401,0.743
7660,0.386,0.812,0.817
7878,0.019,0.694,0.877
5509,0.038,0.677,0.856
6727,-1.956,0.753,-17.117
4878,0.316,0.546,0.86
3771,-0.04,0.717,0.83
6363,-0.12,0.688,0.916
6126,-0.023,0.682,0.908
4438,-4.698,0.749,-37.561
7028,-0.515,0.704,0.193
737,0.065,0.677,0.811
9021,0.067,-1.086,-6.518
6416,0.254,0.595,0.68
4883,-1.767,0.573,0.763
3856,0.22,0.704,0.895
5279,-0.358,0.58,0.567
7116,-0.059,0.599,0.882
541,-0.488,0.673,-13.607
1436,0.301,0.895,0.808
5000,-4.84,0.21,-3.041
285,0.167,0.755,0.799
7790,0.05,0.729,0.844
3426,-0.049,0.576,0.775
4415,-1.194,0.662,-17.125
80,0.389,0.817,0.807
570,-2.725,0.706,-22.253
4047,-0.613,-2.557,-3.236
14,-1.693,0.511,0.418
398,-0.697,0.407,0.135
2166,-0.722,0.63,-9.924
9125,-0.118,0.42,0.881
1326,-4.516,0.363,-67.646
8744,0.208,0.288,-0.043
4248,0.222,0.462,0.327
9073,0.026,0.599,-0.105
4384,0.471,-19.748,-16.658
1995,-0.082,0.588,0.846
30,0.245,0.873,0.833
3044,0.06,0.682,0.837
7931,-0.374,0.527,0.133
444,0.118,0.43,0.763
3794,0.258,0.295,-0.396
1985,0.025,0.707,0.861
5597,0.127,0.751,0.889
7699,0.264,0.706,0.792
8810,-0.125,0.471,0.895
8573,0.215,-0.739,0.058
512,0.38,-13.163,-15.53
7696,0.072,0.595,0.854
714,-0.159,-1.89,0.532
3276,-0.02,0.438,0.798
1204,-0.087,0.581,0.615
8681,-0.017,0.65,0.858
7782,0.058,0.741,0.869
4337,-0.061,0.691,0.892
6658,-0.918,-0.036,-32.6
7745,0.032,0.684,0.865
9004,-0.96,0.217,-21.601
1886,-0.087,0.472,0.903
7958,0.103,0.738,0.871
6122,-0.175,0.334,0.839
2269,0.26,0.072,0.371
7409,-1.924,0.694,-9.604
5911,0.57,-9.935,-85.516
7,0.322,0.764,0.838
5374,0.294,0.78,0.898
5894,-2.296,0.516,-7.772
9166,0.069,0.443,0.864
7101,-0.058,0.535,0.887
2337,-0.448,-2.143,-2.939
6758,-0.178,0.43,0.824
8709,-4.899,-3.733,-5.922
4602,-1.579,0.521,-0.352
8245,0.714,-5.557,-48.746
4871,-4.416,0.309,-1.3
380,-2.371,0.644,0.287
2291,-0.004,0.78,0.912
1403,0.687,-0.739,-7.386
3694,0.144,-1.244,-49.884
7878,0.019,0.694,0.877
303,0.264,0.69,0.81
1095,0.256,0.72,0.623
5762,-1.657,0.795,0.396
2484,0.105,0.631,0.817
8814,0.007,0.578,0.866
2054,-0.113,0.619,0.815
6154,0.218,0.6,0.321
6181,0.524,-0.282,-0.194
6944,0.302,0.716,0.837
619,0.559,0.485,-2.333
7399,-0.054,0.57,0.795
6160,0.234,0.685,0.239
1976,-0.029,0.57,0.877
498,0.098,0.66,0.838
6124,0.15,0.561,0.88
2157,-0.409,-0.084,-6.865
8156,0.07,0.656,0.867
4385,-6.599,0.594,-21.179
2394,0.334,0.691,0.804
4265,-0.134,0.041,0.722
4026,0.044,0.646,0.845
5371,0.125,0.157,0.682
2583,-6.045,0.378,0.434
4732,0.729,-0.207,0.325
6964,0.123,0.734,0.846
5892,-0.094,0.495,0.813
5238,0.621,-4.181,-7.785
7225,-0.052,0.697,0.912
4860,0.315,0.29,0.628
2605,0.248,0.774,0.596
8362,0.011,0.61,0.832
2865,0.494,-2.612,-160.256
3053,-0.017,0.647,0.862
7380,-0.017,0.5,0.88
9070,0.037,0.711,0.871
2479,-0.416,0.029,0.094
5078,-0.058,0.707,0.598
1418,0.266,0.155,0.542
6315,-0.074,0.556,0.82
2976,0.212,0.095,0.627
3950,0.191,0.717,0.846
8759,-0.045,0.42,0.874
6511,-0.05,0.613,0.845
8217,-3.633,0.432,-4.785
6805,0.149,0.662,0.899
166,-0.095,0.736,0.642
1999,-0.135,0.522,0.851
6255,0.446,0.836,0.888
2797,-0.001,0.691,0.854
7238,0.021,0.8,0.907
2405,0.146,0.612,0.838
186,0.197,0.643,0.748
7868,0.017,0.776,0.878
8483,0.019,0.57,0.894
449,0.162,0.687,0.783
202,0.092,0.782,0.778
1181,-3.368,0.443,0.589
3341,-0.031,0.7,0.846
7274,-0.107,0.735,0.687
7365,-0.023,0.557,0.877
3214,0.336,0.292,0.449
8378,0.032,0.672,0.867
3718,-2.29,0.597,-24.14
4632,0.622,-1.087,0.284
5076,-0.537,0.668,0.592
7264,0.098,0.809,0.859
1265,-0.229,0.685,0.731
2328,-2.778,0.547,0.281
1124,-0.304,0.682,0.584
5964,-1.648,0.74,-5.057
37,0.412,0.691,0.772
1556,0.329,0.714,0.198
5501,-0.079,0.638,0.889
8641,-0.055,0.672,0.84
3190,-0.046,0.685,0.822
4439,-2.781,0.806,-18.633
565,-3.95,0.764,-41.248
3238,-0.733,-2.607,-2.718
6017,-0.11,0.59,0.846
2023,0.003,0.755,0.901
7833,-4.036,0.608,0.365
2031,0.087,0.502,0.872
2103,-1.242,0.45,-14.779
2960,0.24,0.688,0.699
4608,-1.816,-0.934,0.391
2326,0.358,0.505,0.661
2692,0.056,0.669,0.803
2553,0.26,0.786,0.808
7980,-0.066,0.695,0.84
4240,-0.075,0.588,0.82
7076,-0.053,0.51,0.866
8580,-0.44,-2.332,-2.095
4566,0.1,0.688,0.854
2648,0.056,0.568,0.717
3941,0.056,0.743,0.891
7475,-0.458,0.565,-5.285
7443,0.579,-5.922,-114.352
2534,0.024,0.557,0.811
8526,0.079,0.647,0.885
3047,0.124,0.687,0.849
178,0.145,0.739,0.825
8281,-2.692,0.727,-7.646
4875,-0.015,0.79,0.774
2036,-0.118,0.551,0.888
8197,-3.621,0.746,-26.002
2943,-5.321,0.712,-15.847
565,-3.95,0.764,-41.248
2914,-2.309,0.586,-10.545
3648,-0.557,0.342,-9.093
985,0.314,0.521,0.69
847,0.266,0.374,0.647
