"-3","-2.5","-2","-1.5","-1","-0.5","0","0.5","1"
0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814,0.814
0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824
0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819
0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826
0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821
0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825
0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815
0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819,0.819
0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827
0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824
0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825
0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818
0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823
0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821
0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817
0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823
0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821
0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824
0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825
0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821
0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825
0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821,0.821
0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817
0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815
