"-6","-5.5","-5","-4.5","-4","-3.5","-3","-2.5","-2","-1.5","-1","-0.5","0","0.5","1"
0.687,0.687,0.687,0.687,0.687,0.687,0.687,0.688,0.688,0.688,0.689,0.691,0.694,0.693,0.683
0.754,0.754,0.754,0.754,0.754,0.754,0.754,0.754,0.754,0.755,0.756,0.758,0.759,0.757,0.745
0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.731,0.732,0.735,0.738,0.737,0.729
0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.616,0.617,0.617,0.612,0.593
0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.696,0.697,0.698,0.694,0.678
0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.672,0.673,0.674,0.675,0.672,0.655
0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.657,0.657,0.659,0.66,0.655,0.636
0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.661,0.663,0.665,0.667,0.666,0.655
0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.636,0.637,0.638,0.632,0.616
0.694,0.694,0.694,0.694,0.694,0.694,0.694,0.694,0.694,0.695,0.696,0.698,0.701,0.7,0.69
0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.721,0.723,0.725,0.723,0.716
0.697,0.697,0.697,0.697,0.697,0.697,0.698,0.698,0.698,0.698,0.699,0.7,0.701,0.697,0.681
0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.707,0.708,0.71,0.712,0.712,0.704
0.656,0.656,0.656,0.656,0.656,0.656,0.657,0.657,0.657,0.657,0.658,0.659,0.66,0.656,0.64
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.671,0.671,0.672,0.674,0.671,0.658
0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.685,0.686,0.688,0.691,0.691,0.68
0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.681,0.683,0.685,0.682,0.67
0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.715,0.717,0.719,0.718,0.706
0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.66,0.662,0.664,0.661,0.641
0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.636,0.637,0.638,0.633,0.615
